light maxmum times
BJD 2457000+ cycle	o-c£¨d£©	error

superoutburst 1
-----------------------------------------
1740.36297 	0	0.00046 	0.00052 
1740.42900 	1	-0.00052 	0.00083 
1740.49443 	2	-0.00209 	0.00054 
1740.56201 	3	-0.00151 	0.00036 
1740.62890 	4	-0.00163 	0.00030 
1740.69730 	5	-0.00023 	0.00106 
1740.76305 	6	-0.00148 	0.00027 
1740.83127 	7	-0.00026 	0.00035 
1740.89686 	8	-0.00168 	0.00025 
1740.96674 	9	0.00120 	0.00059 
1741.03432 	10	0.00179 	0.00059 
1741.10056 	11	0.00103 	0.00026 
1741.16696 	12	0.00042 	0.00038 
1741.23414 	13	0.00060 	0.00066 
1741.30215 	14	0.00161 	0.00048 
1741.36788 	15	0.00034 	0.00045 
1741.43624 	16	0.00170 	0.00048 
1741.50187 	17	0.00032 	0.00041 
1741.57151 	18	0.00296 	0.00053 
1741.63696 	19	0.00140 	0.00062 
1741.70239 	20	-0.00016 	0.00038 
1741.76964 	21	0.00009 	0.00080 
1741.83674 	22	0.00018 	0.00064 
1741.90397 	23	0.00041 	0.00049 
1741.97057 	24	0.00001 	0.00052 
1742.03798 	25	0.00042 	0.00058 
1742.10397 	26	-0.00060 	0.00054 
1742.17179 	27	0.00023 	0.00037 
1742.23560 	28	-0.00298 	0.00051 
1742.30512 	29	-0.00046 	0.00071 
1742.37166 	30	-0.00091 	0.00090 
1742.43643 	31	-0.00315 	0.00049 
1742.50553 	32	-0.00105 	0.00099 
1742.57032 	33	-0.00326 	0.00096 
1742.63754 	34	-0.00304 	0.00077 
1742.70391 	35	-0.00367 	0.00080 
1742.77304 	36	-0.00155 	0.00058 
1742.83787 	37	-0.00372 	0.00043 
1742.90656 	38	-0.00203 	0.00077 
1742.97554 	39	-0.00006 	0.00121 
1743.03968 	40	-0.00292 	0.00083 
1743.10907 	41	-0.00052 	0.00083 
1743.17439 	42	-0.00221 	0.00055 
1743.24157 	43	-0.00203 	0.00078 
1743.30836 	44	-0.00225 	0.00207 
1743.37944 	45	0.00183 	0.00244 
1743.44188 	46	-0.00273 	0.00055 
1743.50707 	47	-0.00454 	0.00114 
1743.57316 	48	-0.00545 	0.00412 
1743.64384 	49	-0.00178 	0.00131 
1743.71170 	50	-0.00091 	0.00099 
1743.77745 	51	-0.00217 	0.00048 
1743.84328 	52	-0.00334 	0.00049 
1743.91200 	53	-0.00162 	0.00061 
1743.97906 	54	-0.00156 	0.00152 
1744.04508 	55	-0.00254 	0.00061 
1744.11035 	56	-0.00428 	0.00071 
1744.18285 	57	0.00122 	0.00126 
1744.24610 	58	-0.00253 	0.00081 
1744.31327 	59	-0.00236 	0.00094 
1744.37874 	60	-0.00390 	0.00110 
1744.44679 	61	-0.00285 	0.00120 
1744.51792 	62	-0.00285 	0.00084 
1744.59108 	63	-0.00313 	0.00097 
1744.64751 	64	-0.00313 	0.00057 
1744.71617 	65	-0.00148 	0.00207 
1744.77560 	66	-0.00904 	0.00227 
1744.85404 	67	0.00239 	0.00092 
1744.91479 	68	-0.00386 	0.00114 
1744.98520 	69	-0.00045 	0.00098 
1745.05405 	70	0.00140 	0.00184 
1745.12369 	71	0.00403 	0.00628 
1745.18675 	72	0.00009 	0.00107 
1745.25405 	73	0.00039 	0.00097 
1745.32610 	74	0.00543 	0.00561 
1745.38861 	75	0.00095 	0.00178 
1745.45075 	76	0.00095 	0.00101 
1745.51560 	77	0.00055 	0.00213 
1745.58272 	78	0.00095 	0.00169 
1745.64884 	79	0.00055 	0.01072 
1745.72363 	80	0.00095 	0.00369 
1745.79022 	81	0.00055 	0.00081 
1745.85460 	82	-0.00208 	0.00097 
1745.92590 	83	0.00222 	0.00133 
1745.99285 	84	0.00217 	0.00146 
1746.06036 	85	0.00267 	0.00187 
1746.12597 	86	0.00128 	0.00098 
1746.19626 	87	0.00457 	0.00343 
1746.25954 	88	0.00085 	0.00177 
1746.32814 	89	0.00245 	0.00157 
1746.39121 	90	-0.00149 	0.00101 
1746.46170 	91	0.00200 	0.00098 
1746.52831 	92	0.00161 	0.00075 
1746.59760 	93	0.00390 	0.00490 
1746.68548 	94	0.00161 	0.00465 
1746.72905 	95	0.00135 	0.00301 
1746.79611 	96	0.00140 	0.00121 
1746.85977 	97	-0.00194 	0.00043 
1746.92529 	98	-0.00342 	0.00450 
1746.99505 	99	-0.00067 	0.00331 
1747.07391 	100	-0.00067 	0.00225 
1747.12785 	101	-0.00186 	0.00092 
1747.19290 	102	-0.00382 	0.00118 
1747.26453 	103	0.00081 	0.00155 
1747.34170 	104	0.00081 	0.00091 
1747.39678 	105	-0.00095 	0.00210 
1747.46476 	106	0.00004 	0.00146 
1747.52694 	107	-0.00479 	0.00445 
1747.60679 	108	-0.00479 	0.00115 
1747.66436 	109	-0.00137 	0.00104 
1747.74072 	110	-0.00137 	0.00155 
1747.80274 	111	-0.00098 	0.00136 
1747.86576 	112	-0.00098 	0.00300 
1747.93202 	113	-0.00172 	0.00096 
1747.99704 	114	-0.00370 	0.00075 
1748.06707 	115	-0.00067 	0.00114 
1748.16386 	116	-0.00067 	0.00100 
1748.19908 	117	-0.00267 	0.00135 
1748.26739 	118	-0.00136 	0.00122 
1748.33441 	119	-0.00134 	0.00224 
1748.39682 	120	-0.00594 	0.00117 
1748.49253 	121	-0.00594 	0.00143 
1748.56200 	122	-0.00594 	0.00249 
1748.59923 	123	-0.00453 	0.00131 
---------------------------------------

superoutburst 2
-----------------------------------------
1983.65772 	0	-0.00244 	0.00073 
1983.72953 	1	0.00236 	0.00233 
